06083243	0
06037666	1
01602318	2
02152212	3
10515194	4
02589576	5
01130169	6
01049685	7
01654628	8
00923995	9
10383816	10
09614315	11
01552519	12
01309701	13
15265518	14
00345761	15
00036762	16
00035189	17
01476483	18
01074498	19
01993352	20
00770543	21
02060141	22
07445896	23
00697589	24
00162632	25
05512139	26
05515670	27
09206985	28
01921964	29
03619396	30
02339413	31
07208000	32
01506157	33
00710005	34
05250659	35
05248181	36
06252954	37
00928630	38
00631737	39
06782680	40
02743261	41
02472293	42
00103834	43
00045250	44
00031921	45
02724417	46
13812607	47
07969695	48
01637982	49
01633343	50
01410223	51
00125629	52
01136519	53
02432530	54
10461424	55
00007347	56
08061042	57
01094725	58
03894379	59
02467662	60
10709529	61
00007846	62
00070641	63
00030358	64
00685638	65
02495922	66
05148699	67
05563770	68
10412055	69
01904930	70
01505254	71
04019696	72
10355449	73
10363913	74
05602835	75
05601758	76
05564590	77
05373790	78
01835496	79
00969873	80
00695523	81
02451951	82
09775663	83
00872886	84
01021420	85
00805376	86
10213652	87
09631129	88
01864634	89
00337210	90
01430111	91
01943406	92
00318735	93
01449974	94
01632411	95
01631534	96
00442267	97
14686913	98
11498040	99
01609287	100
02448185	101
08164585	102
00191980	103
01457954	104
10745894	105
00681429	106
01506583	107
08008335	108
04362025	109
00021939	110
01762528	111
07528470	112
01091427	113
03335030	114
01128193	115
01887076	116
01311103	117
03996416	118
01898129	119
02569130	120
00851239	121
00794079	122
02230772	123
02230247	124
13558696	125
00654625	126
00941974	127
05468849	128
05469032	129
01126360	130
10214062	131
00893435	132
06741305	133
01978576	134
01970826	135
05792842	136
00167934	137
00261405	138
01405044	139
00004227	140
00001740	141
01494310	142
01850315	143
05702275	144
05701944	145
10261041	146
15140892	147
02504562	148
01127245	149
02154508	150
09626589	151
05299178	152
05473735	153
05598147	154
05283816	155
15055633	156
00575720	157
00384620	158
00788973	159
02407338	160
08358594	161
00327031	162
07204401	163
07160883	164
07133701	165
09961999	166
02567147	167
13980845	168
00896803	169
05823054	170
01463963	171
00190999	172
14841267	173
01649999	174
14578471	175
00633443	176
05891783	177
07109196	178
06282651	179
00875394	180
07162680	181
00807461	182
07246742	183
01632897	184
01951480	185
00798539	186
09184975	187
05978159	188
05967977	189
02566528	190
01627965	191
05908520	192
00707956	193
00711550	194
01639714	195
01789270	196
07518468	197
04592741	198
02688443	199
02840619	200
01335804	201
00798245	202
01026975	203
01853069	204
01974062	205
00100543	206
00938247	207
07409592	208
07339329	209
02285629	210
00043195	211
00248659	212
00282050	213
06711159	214
00862683	215
02309341	216
00503164	217
05370410	218
00295701	219
02102002	220
00739340	221
05770926	222
01345109	223
01074694	224
01120069	225
00773814	226
00170156	227
04781349	228
02324478	229
00126264	230
01201089	231
05546040	232
02450505	233
01763813	234
02718543	235
01170175	236
01644522	237
00159177	238
05577410	239
05566919	240
01207951	241
01205696	242
10699752	243
00782527	244
01831531	245
01848465	246
03840327	247
15255804	248
00471613	249
01846916	250
01512259	251
00572489	252
10115082	253
02075462	254
01638368	255
05633385	256
05465567	257
01380122	258
03327841	259
02796623	260
00893167	261
10399299	262
04011827	263
02848523	264
07514345	265
01761706	266
09802050	267
10066732	268
05051896	269
05051249	270
00955148	271
05919866	272
04359589	273
01217043	274
01995549	275
01017987	276
00019613	277
00020827	278
10428004	279
06090869	280
00006484	281
05445668	282
00109660	283
07296428	284
01105259	285
01082454	286
09901143	287
02427103	288
10107303	289
02107248	290
04060647	291
09437454	292
01803380	293
10695555	294
01351170	295
01995211	296
00869596	297
00775831	298
02037272	299
02513740	300
01211098	301
01226215	302
02747709	303
06633363	304
01631830	305
03100897	306
11495041	307
01447257	308
01685601	309
06123363	310
00733483	311
00732746	312
02982790	313
01440378	314
00679389	315
00198631	316
05532225	317
05535484	318
05736149	319
05733583	320
05540513	321
05541872	322
01989053	323
00613393	324
00835903	325
06756407	326
01628449	327
01617192	328
06601327	329
00931852	330
09926862	331
01644050	332
01627355	333
09985279	334
02451370	335
09614684	336
00818466	337
05472032	338
05470189	339
00002452	340
00001930	341
00283127	342
02994448	343
00191142	344
00037396	345
00290276	346
02062212	347
01238424	348
00367685	349
04360501	350
04361095	351
00919424	352
03429288	353
01423285	354
01976089	355
14422179	356
00205885	357
07325190	358
02608347	359
06671637	360
06671484	361
02604760	362
01439190	363
00419644	364
00418025	365
05779712	366
05773923	367
01146576	368
02495038	369
11412727	370
00941990	371
07080868	372
05195362	373
05313115	374
05426243	375
00831651	376
05816287	377
02554647	378
02554922	379
01659248	380
01668603	381
05595083	382
05220461	383
04754440	384
00550282	385
13576355	386
00033615	387
00770437	388
07326557	389
01621555	390
05845140	391
01947266	392
00849357	393
00831191	394
00836788	395
10191613	396
09608709	397
00643250	398
06251781	399
00682230	400
06252138	401
06182144	402
05996646	403
06652242	404
06786629	405
00963452	406
04838210	407
01871979	408
11458624	409
01215392	410
00803815	411
07365849	412
07291312	413
02148788	414
06891022	415
00775156	416
07242104	417
04686003	418
00166146	419
06605396	420
07151380	421
02348568	422
03746574	423
04050410	424
01575146	425
07328942	426
01640207	427
09897696	428
09629752	429
00315986	430
00113726	431
01871680	432
10791221	433
10053808	434
07181043	435
02701775	436
00707366	437
02321009	438
00672433	439
05789432	440
02697725	441
00836236	442
01870889	443
00064479	444
00625393	445
04761212	446
13526110	447
00029677	448
01211019	449
01210737	450
01554799	451
02106506	452
01651444	453
02511551	454
03450018	455
02151625	456
05297523	457
01968569	458
01350449	459
15142167	460
00835267	461
13426376	462
13561719	463
13086908	464
00019128	465
10480018	466
09623038	467
01999798	468
06511874	469
00698855	470
00773432	471
02635659	472
01752884	473
05563266	474
02045043	475
02045790	476
01634424	477
10708454	478
00628491	479
13920835	480
01253060	481
00105333	482
05600637	483
05599617	484
00173159	485
02670186	486
00927017	487
02603699	488
10794014	489
09610660	490
01256743	491
00813790	492
00124880	493
00046522	494
01016832	495
10466918	496
03401500	497
03944672	498
05442131	499
05444324	500
02749778	501
02504131	502
02662297	503
10637635	504
05481095	505
05495981	506
01129920	507
02506546	508
01131473	509
05986948	510
01993926	511
01258617	512
01996377	513
02464693	514
01129876	515
07477945	516
00381680	517
02679899	518
01896031	519
01680132	520
01070102	521
07138915	522
00689344	523
00242808	524
01759326	525
03018802	526
09773245	527
13980288	528
09870208	529
09939313	530
00829378	531
00817680	532
00719734	533
00726784	534
00726300	535
00123170	536
10694258	537
00593732	538
05922651	539
02379528	540
07140978	541
05254197	542
00968211	543
06253518	544
00112312	545
05549830	546
05552607	547
00239910	548
01650610	549
07129867	550
00727573	551
03575240	552
02461723	553
05578442	554
05271383	555
00131018	556
08573472	557
00721437	558
00598954	559
00019792	560
09821253	561
05772215	562
01932973	563
06687178	564
06686736	565
06208751	566
06208021	567
00115667	568
01448100	569
05225602	570
02686568	571
03061505	572
05854150	573
00011757	574
09633969	575
00404642	576
10383237	577
02713852	578
11498203	579
08550076	580
08651247	581
05840650	582
02237338	583
00796976	584
14006945	585
00043411	586
05461816	587
05296253	588
05289861	589
05459769	590
05303402	591
07314277	592
00339934	593
00578116	594
01156438	595
05386845	596
01256600	597
01435380	598
05543917	599
10096217	600
05786372	601
01098869	602
08199025	603
02733122	604
02202928	605
01236164	606
00140123	607
01906322	608
00887081	609
02945971	610
10209246	611
10731244	612
02665803	613
00575970	614
09900981	615
01806505	616
13858045	617
00812580	618
01478002	619
05559256	620
01165692	621
10383505	622
10738515	623
01323449	624
10335931	625
01855606	626
01796346	627
06757891	628
00045646	629
01381549	630
00146138	631
07423365	632
02670683	633
01899262	634
01996574	635
06389230	636
01548718	637
00912960	638
03294048	639
10046527	640
00776523	641
00766418	642
00270215	643
09615465	644
05794694	645
05558717	646
09470550	647
09258715	648
09609871	649
00804802	650
10018021	651
05790572	652
02502916	653
03748886	654
05560787	655
05379734	656
07140659	657
04473432	658
01953810	659
02492198	660
02388950	661
02557199	662
00706243	663
10484526	664
03308152	665
07180787	666
00334935	667
01229976	668
01014990	669
01316619	670
01118449	671
02367363	672
00033020	673
00760402	674
04076846	675
01686132	676
00171590	677
07212190	678
05555688	679
05221895	680
05532795	681
05328867	682
01940403	683
02190166	684
10438172	685
07170467	686
00746718	687
00662589	688
00920336	689
01176431	690
01170962	691
